study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 3195from: 4000 successful	time increment: 0.25544142723083496	 total time: 751.208030462265
study: 3196from: 4000 successful	time increment: 0.23493289947509766	 total time: 751.4429633617401
study: 3197from: 4000 successful	time increment: 0.20563268661499023	 total time: 751.6485960483551
study: 3198from: 4000 successful	time increment: 0.2688710689544678	 total time: 751.9174671173096
study: 3199from: 4000 successful	time increment: 0.3484809398651123	 total time: 752.2659480571747
study: 3200from: 4000 successful	time increment: 0.22926902770996094	 total time: 752.4952170848846
study: 3201from: 4000 successful	time increment: 0.22383809089660645	 total time: 752.7190551757812
study: 3202from: 4000 successful	time increment: 0.25247740745544434	 total time: 752.9715325832367
study: 3203from: 4000 successful	time increment: 0.30374670028686523	 total time: 753.2752792835236
study: 3204from: 4000 successful	time increment: 0.28218841552734375	 total time: 753.5574676990509
study: 3205from: 4000 successful	time increment: 0.3239014148712158	 total time: 753.8813691139221
study: 3206from: 4000 successful	time increment: 0.17267441749572754	 total time: 754.0540435314178
study: 3207from: 4000 successful	time increment: 0.26012516021728516	 total time: 754.3141686916351
study: 3208from: 4000 successful	time increment: 0.24943828582763672	 total time: 754.5636069774628
study: 3209from: 4000 successful	time increment: 0.2993662357330322	 total time: 754.8629732131958
study: 3210from: 4000 successful	time increment: 0.22220444679260254	 total time: 755.0851776599884
study: 3211from: 4000 successful	time increment: 0.12927579879760742	 total time: 755.214453458786
study: 3212from: 4000 successful	time increment: 0.21490979194641113	 total time: 755.4293632507324
study: 3213from: 4000 successful	time increment: 0.19608116149902344	 total time: 755.6254444122314
study: 3214from: 4000 successful	time increment: 0.2604701519012451	 total time: 755.8859145641327
study: 3215from: 4000 successful	time increment: 0.2510664463043213	 total time: 756.136981010437
study: 3216from: 4000 successful	time increment: 0.1786794662475586	 total time: 756.3156604766846
study: 3217from: 4000 successful	time increment: 0.2747628688812256	 total time: 756.5904233455658
study: 3218from: 4000 successful	time increment: 0.3379018306732178	 total time: 756.928325176239
study: 3219from: 4000 successful	time increment: 0.29694509506225586	 total time: 757.2252702713013
study: 3220from: 4000 successful	time increment: 0.23162579536437988	 total time: 757.4568960666656
study: 3221from: 4000 successful	time increment: 0.33841729164123535	 total time: 757.7953133583069
study: 3222from: 4000 successful	time increment: 0.22042536735534668	 total time: 758.0157387256622
study: 3223from: 4000 successful	time increment: 0.1838524341583252	 total time: 758.1995911598206
study: 3224from: 4000 successful	time increment: 0.2310495376586914	 total time: 758.4306406974792
study: 3225from: 4000 successful	time increment: 0.272153377532959	 total time: 758.7027940750122
study: 3226from: 4000 successful	time increment: 0.19486236572265625	 total time: 758.8976564407349
study: 3227from: 4000 successful	time increment: 0.21068358421325684	 total time: 759.1083400249481
study: 3228from: 4000 successful	time increment: 0.30455708503723145	 total time: 759.4128971099854
study: 3229from: 4000 successful	time increment: 0.20895147323608398	 total time: 759.6218485832214
study: 3230from: 4000 successful	time increment: 0.40024876594543457	 total time: 760.0220973491669
study: 3231from: 4000 successful	time increment: 0.33718395233154297	 total time: 760.3592813014984
study: 3232from: 4000 successful	time increment: 0.11301136016845703	 total time: 760.4722926616669
study: 3233from: 4000 successful	time increment: 0.18165993690490723	 total time: 760.6539525985718
study: 3234from: 4000 successful	time increment: 0.3710331916809082	 total time: 761.0249857902527
study: 3235from: 4000 successful	time increment: 0.25695347785949707	 total time: 761.2819392681122
study: 3236from: 4000 successful	time increment: 0.16553997993469238	 total time: 761.4474792480469
study: 3237from: 4000 successful	time increment: 0.23310422897338867	 total time: 761.6805834770203
study: 3238from: 4000 successful	time increment: 0.22098588943481445	 total time: 761.9015693664551
study: 3239from: 4000 successful	time increment: 0.15766596794128418	 total time: 762.0592353343964
study: 3240from: 4000 successful	time increment: 0.2419888973236084	 total time: 762.30122423172
study: 3241from: 4000 successful	time increment: 0.20809006690979004	 total time: 762.5093142986298
study: 3242from: 4000 successful	time increment: 0.12247920036315918	 total time: 762.6317934989929
study: 3243from: 4000 successful	time increment: 0.10804986953735352	 total time: 762.7398433685303
study: 3244from: 4000 successful	time increment: 0.12946581840515137	 total time: 762.8693091869354
study: 3245from: 4000 successful	time increment: 0.14823222160339355	 total time: 763.0175414085388
study: 3246from: 4000 successful	time increment: 0.3043074607849121	 total time: 763.3218488693237
study: 3247from: 4000 successful	time increment: 0.1815204620361328	 total time: 763.5033693313599
study: 3248from: 4000 successful	time increment: 0.28221797943115234	 total time: 763.785587310791
study: 3249from: 4000 successful	time increment: 0.2577366828918457	 total time: 764.0433239936829
study: 3250from: 4000 successful	time increment: 0.28991055488586426	 total time: 764.3332345485687
study: 3251from: 4000 successful	time increment: 0.25057172775268555	 total time: 764.5838062763214
study: 3252from: 4000 successful	time increment: 0.22254419326782227	 total time: 764.8063504695892
study: 3253from: 4000 successful	time increment: 0.16838359832763672	 total time: 764.9747340679169
study: 3254from: 4000 successful	time increment: 0.37014031410217285	 total time: 765.344874382019
study: 3255from: 4000 successful	time increment: 0.43642449378967285	 total time: 765.7812988758087
study: 3256from: 4000 successful	time increment: 0.21276617050170898	 total time: 765.9940650463104
study: 3257from: 4000 successful	time increment: 0.23000860214233398	 total time: 766.2240736484528
study: 3258from: 4000 successful	time increment: 0.20319724082946777	 total time: 766.4272708892822
study: 3259from: 4000 successful	time increment: 0.3666696548461914	 total time: 766.7939405441284
study: 3260from: 4000 successful	time increment: 0.2010953426361084	 total time: 766.9950358867645
study: 3261from: 4000 successful	time increment: 0.2402338981628418	 total time: 767.2352697849274
study: 3262from: 4000 successful	time increment: 0.3107414245605469	 total time: 767.5460112094879
study: 3263from: 4000 successful	time increment: 0.24281811714172363	 total time: 767.7888293266296
study: 3264from: 4000 successful	time increment: 0.13445472717285156	 total time: 767.9232840538025
study: 3265from: 4000 successful	time increment: 0.23026037216186523	 total time: 768.1535444259644
study: 3266from: 4000 successful	time increment: 0.2374286651611328	 total time: 768.3909730911255
study: 3267from: 4000 successful	time increment: 0.42813873291015625	 total time: 768.8191118240356
study: 3268from: 4000 successful	time increment: 0.22387075424194336	 total time: 769.0429825782776
study: 3269from: 4000 successful	time increment: 0.28148412704467773	 total time: 769.3244667053223
study: 3270from: 4000 successful	time increment: 0.14454984664916992	 total time: 769.4690165519714
study: 3271from: 4000 successful	time increment: 0.2019650936126709	 total time: 769.6709816455841
study: 3272from: 4000 successful	time increment: 0.18555808067321777	 total time: 769.8565397262573
study: 3273from: 4000 successful	time increment: 0.3828558921813965	 total time: 770.2393956184387
study: 3274from: 4000 successful	time increment: 0.313403844833374	 total time: 770.5527994632721
study: 3275from: 4000 successful	time increment: 0.23157954216003418	 total time: 770.7843790054321
study: 3276from: 4000 successful	time increment: 0.23656368255615234	 total time: 771.0209426879883
study: 3277from: 4000 successful	time increment: 0.31029367446899414	 total time: 771.3312363624573
study: 3278from: 4000 successful	time increment: 0.17175889015197754	 total time: 771.5029952526093
study: 3279from: 4000 successful	time increment: 0.25054073333740234	 total time: 771.7535359859467
study: 3280from: 4000 successful	time increment: 0.128265380859375	 total time: 771.881801366806
study: 3281from: 4000 successful	time increment: 0.17038512229919434	 total time: 772.0521864891052
study: 3282from: 4000 successful	time increment: 0.30928659439086914	 total time: 772.3614730834961
study: 3283from: 4000 successful	time increment: 0.19973516464233398	 total time: 772.5612082481384
study: 3284from: 4000 successful	time increment: 0.22376632690429688	 total time: 772.7849745750427
study: 3285from: 4000 successful	time increment: 0.20570802688598633	 total time: 772.9906826019287
study: 3286from: 4000 successful	time increment: 0.1676177978515625	 total time: 773.1583003997803
study: 3287from: 4000 successful	time increment: 0.2433946132659912	 total time: 773.4016950130463
study: 3288from: 4000 successful	time increment: 0.2449197769165039	 total time: 773.6466147899628
study: 3289from: 4000 successful	time increment: 0.2972285747528076	 total time: 773.9438433647156
study: 3290from: 4000 successful	time increment: 0.3011934757232666	 total time: 774.2450368404388
study: 3291from: 4000 successful	time increment: 0.23168015480041504	 total time: 774.4767169952393
study: 3292from: 4000 successful	time increment: 0.2681758403778076	 total time: 774.7448928356171
study: 3293from: 4000 successful	time increment: 0.21195220947265625	 total time: 774.9568450450897
study: 3294from: 4000 successful	time increment: 0.4040961265563965	 total time: 775.3609411716461
study: 3295from: 4000 successful	time increment: 0.31619930267333984	 total time: 775.6771404743195
study: 3296from: 4000 successful	time increment: 0.13179898262023926	 total time: 775.8089394569397
study: 3297from: 4000 successful	time increment: 0.25471949577331543	 total time: 776.063658952713
study: 3298from: 4000 successful	time increment: 0.21897077560424805	 total time: 776.2826297283173
study: 3299from: 4000 successful	time increment: 0.20188593864440918	 total time: 776.4845156669617
study: 3300from: 4000 successful	time increment: 0.32645153999328613	 total time: 776.810967206955
study: 3301from: 4000 successful	time increment: 0.2924621105194092	 total time: 777.1034293174744
study: 3302from: 4000 successful	time increment: 0.16884398460388184	 total time: 777.2722733020782
study: 3303from: 4000 successful	time increment: 0.32839322090148926	 total time: 777.6006665229797
study: 3304from: 4000 successful	time increment: 0.2922322750091553	 total time: 777.8928987979889
study: 3305from: 4000 successful	time increment: 0.26872873306274414	 total time: 778.1616275310516
study: 3306from: 4000 successful	time increment: 0.22228741645812988	 total time: 778.3839149475098
study: 3307from: 4000 successful	time increment: 0.18443632125854492	 total time: 778.5683512687683
study: 3308from: 4000 successful	time increment: 0.19307780265808105	 total time: 778.7614290714264
study: 3309from: 4000 successful	time increment: 0.25240254402160645	 total time: 779.013831615448
study: 3310from: 4000 successful	time increment: 0.2836425304412842	 total time: 779.2974741458893
study: 3311from: 4000 successful	time increment: 0.23375535011291504	 total time: 779.5312294960022
study: 3312from: 4000 successful	time increment: 0.1941976547241211	 total time: 779.7254271507263
study: 3313from: 4000 successful	time increment: 0.33414435386657715	 total time: 780.0595715045929
study: 3314from: 4000 successful	time increment: 0.26522088050842285	 total time: 780.3247923851013
study: 3315from: 4000 successful	time increment: 0.14290428161621094	 total time: 780.4676966667175
study: 3316from: 4000 successful	time increment: 0.22199273109436035	 total time: 780.6896893978119
study: 3317from: 4000 successful	time increment: 0.2305138111114502	 total time: 780.9202032089233
study: 3318from: 4000 successful	time increment: 0.1567835807800293	 total time: 781.0769867897034
study: 3319from: 4000 successful	time increment: 0.21006274223327637	 total time: 781.2870495319366
study: 3320from: 4000 successful	time increment: 0.16959166526794434	 total time: 781.4566411972046
study: 3321from: 4000 successful	time increment: 0.20371222496032715	 total time: 781.6603534221649
study: 3322from: 4000 successful	time increment: 0.2947719097137451	 total time: 781.9551253318787
study: 3323from: 4000 successful	time increment: 0.2147364616394043	 total time: 782.1698617935181
study: 3324from: 4000 successful	time increment: 0.16898441314697266	 total time: 782.338846206665
study: 3325from: 4000 successful	time increment: 0.21584749221801758	 total time: 782.554693698883
study: 3326from: 4000 successful	time increment: 0.1656956672668457	 total time: 782.7203893661499
study: 3327from: 4000 successful	time increment: 0.2643873691558838	 total time: 782.9847767353058
study: 3328from: 4000 successful	time increment: 0.24454903602600098	 total time: 783.2293257713318
study: 3329from: 4000 successful	time increment: 0.24268078804016113	 total time: 783.472006559372
study: 3330from: 4000 successful	time increment: 0.23774933815002441	 total time: 783.709755897522
study: 3331from: 4000 successful	time increment: 0.2858853340148926	 total time: 783.9956412315369
study: 3332from: 4000 successful	time increment: 0.2740507125854492	 total time: 784.2696919441223
study: 3333from: 4000 successful	time increment: 0.18671011924743652	 total time: 784.4564020633698
study: 3334from: 4000 successful	time increment: 0.23333430290222168	 total time: 784.689736366272
study: 3335from: 4000 successful	time increment: 0.22412872314453125	 total time: 784.9138650894165
study: 3336from: 4000 successful	time increment: 0.23937439918518066	 total time: 785.1532394886017
study: 3337from: 4000 successful	time increment: 0.27303075790405273	 total time: 785.4262702465057
study: 3338from: 4000 successful	time increment: 0.22728633880615234	 total time: 785.6535565853119
study: 3339from: 4000 successful	time increment: 0.32091712951660156	 total time: 785.9744737148285
study: 3340from: 4000 successful	time increment: 0.23066353797912598	 total time: 786.2051372528076
study: 3341from: 4000 successful	time increment: 0.23913288116455078	 total time: 786.4442701339722
study: 3342from: 4000 successful	time increment: 0.19350504875183105	 total time: 786.637775182724
study: 3343from: 4000 successful	time increment: 0.15153241157531738	 total time: 786.7893075942993
study: 3344from: 4000 successful	time increment: 0.2711977958679199	 total time: 787.0605053901672
study: 3345from: 4000 successful	time increment: 0.15217065811157227	 total time: 787.2126760482788
study: 3346from: 4000 successful	time increment: 0.2259516716003418	 total time: 787.4386277198792
study: 3347from: 4000 successful	time increment: 0.31828761100769043	 total time: 787.7569153308868
study: 3348from: 4000 successful	time increment: 0.20644593238830566	 total time: 787.9633612632751
study: 3349from: 4000 successful	time increment: 0.27895450592041016	 total time: 788.2423157691956
study: 3350from: 4000 successful	time increment: 0.2583284378051758	 total time: 788.5006442070007
study: 3351from: 4000 successful	time increment: 0.26340627670288086	 total time: 788.7640504837036
study: 3352from: 4000 successful	time increment: 0.11370968818664551	 total time: 788.8777601718903
study: 3353from: 4000 successful	time increment: 0.23256349563598633	 total time: 789.1103236675262
study: 3354from: 4000 successful	time increment: 0.21628332138061523	 total time: 789.3266069889069
study: 3355from: 4000 successful	time increment: 0.24208521842956543	 total time: 789.5686922073364
study: 3356from: 4000 successful	time increment: 0.2877497673034668	 total time: 789.8564419746399
study: 3357from: 4000 successful	time increment: 0.14392900466918945	 total time: 790.0003709793091
study: 3358from: 4000 successful	time increment: 0.25684261322021484	 total time: 790.2572135925293
study: 3359from: 4000 successful	time increment: 0.21930289268493652	 total time: 790.4765164852142
study: 3360from: 4000 successful	time increment: 0.22716689109802246	 total time: 790.7036833763123
study: 3361from: 4000 successful	time increment: 0.2585327625274658	 total time: 790.9622161388397
study: 3362from: 4000 successful	time increment: 0.30922746658325195	 total time: 791.271443605423
study: 3363from: 4000 successful	time increment: 0.2718172073364258	 total time: 791.5432608127594
study: 3364from: 4000 successful	time increment: 0.2167198657989502	 total time: 791.7599806785583
study: 3365from: 4000 successful	time increment: 0.19582915306091309	 total time: 791.9558098316193
study: 3366from: 4000 successful	time increment: 0.16948342323303223	 total time: 792.1252932548523
study: 3367from: 4000 successful	time increment: 0.3209249973297119	 total time: 792.446218252182
study: 3368from: 4000 successful	time increment: 0.14576482772827148	 total time: 792.5919830799103
study: 3369from: 4000 successful	time increment: 0.17035198211669922	 total time: 792.762335062027
study: 3370from: 4000 successful	time increment: 0.1494462490081787	 total time: 792.9117813110352
study: 3371from: 4000 successful	time increment: 0.2437131404876709	 total time: 793.1554944515228
study: 3372from: 4000 successful	time increment: 0.3164336681365967	 total time: 793.4719281196594
study: 3373from: 4000 successful	time increment: 0.2713003158569336	 total time: 793.7432284355164
study: 3374from: 4000 successful	time increment: 0.328005313873291	 total time: 794.0712337493896
study: 3375from: 4000 successful	time increment: 0.15903019905090332	 total time: 794.2302639484406
study: 3376from: 4000 successful	time increment: 0.15206170082092285	 total time: 794.3823256492615
study: 3377from: 4000 successful	time increment: 0.13440585136413574	 total time: 794.5167315006256
study: 3378from: 4000 successful	time increment: 0.26585912704467773	 total time: 794.7825906276703
study: 3379from: 4000 successful	time increment: 0.36848998069763184	 total time: 795.1510806083679
study: 3380from: 4000 successful	time increment: 0.14466357231140137	 total time: 795.2957441806793
study: 3381from: 4000 successful	time increment: 0.39287638664245605	 total time: 795.6886205673218
study: 3382from: 4000 successful	time increment: 0.2851083278656006	 total time: 795.9737288951874
study: 3383from: 4000 successful	time increment: 0.2204265594482422	 total time: 796.1941554546356
study: 3384from: 4000 successful	time increment: 0.3702545166015625	 total time: 796.5644099712372
study: 3385from: 4000 successful	time increment: 0.3248107433319092	 total time: 796.8892207145691
study: 3386from: 4000 successful	time increment: 0.20848774909973145	 total time: 797.0977084636688
study: 3387from: 4000 successful	time increment: 0.3708930015563965	 total time: 797.4686014652252
study: 3388from: 4000 successful	time increment: 0.2950143814086914	 total time: 797.7636158466339
study: 3389from: 4000 successful	time increment: 0.2678070068359375	 total time: 798.0314228534698
study: 3390from: 4000 successful	time increment: 0.3086273670196533	 total time: 798.3400502204895
study: 3391from: 4000 successful	time increment: 0.2659432888031006	 total time: 798.6059935092926
study: 3392from: 4000 successful	time increment: 0.3893544673919678	 total time: 798.9953479766846
study: 3393from: 4000 successful	time increment: 0.24568629264831543	 total time: 799.2410342693329
study: 3394from: 4000 successful	time increment: 0.22899341583251953	 total time: 799.4700276851654
study: 3395from: 4000 successful	time increment: 0.28855371475219727	 total time: 799.7585813999176
study: 3396from: 4000 successful	time increment: 0.2560856342315674	 total time: 800.0146670341492
study: 3397from: 4000 successful	time increment: 0.15390491485595703	 total time: 800.1685719490051
study: 3398from: 4000 successful	time increment: 0.3313291072845459	 total time: 800.4999010562897
study: 3399from: 4000 successful	time increment: 0.23390722274780273	 total time: 800.7338082790375
study: 3400from: 4000 successful	time increment: 0.18150019645690918	 total time: 800.9153084754944
study: 3401from: 4000 successful	time increment: 0.26296496391296387	 total time: 801.1782734394073
study: 3402from: 4000 successful	time increment: 0.28853774070739746	 total time: 801.4668111801147
study: 3403from: 4000 successful	time increment: 0.28896188735961914	 total time: 801.7557730674744
study: 3404from: 4000 successful	time increment: 0.37818455696105957	 total time: 802.1339576244354
study: 3405from: 4000 successful	time increment: 0.2661583423614502	 total time: 802.4001159667969
study: 3406from: 4000 successful	time increment: 0.14118003845214844	 total time: 802.541296005249
study: 3407from: 4000 successful	time increment: 0.24278020858764648	 total time: 802.7840762138367
study: 3408from: 4000 successful	time increment: 0.4045379161834717	 total time: 803.1886141300201
study: 3409from: 4000 successful	time increment: 0.16028308868408203	 total time: 803.3488972187042
study: 3410from: 4000 successful	time increment: 0.2106306552886963	 total time: 803.5595278739929
study: 3411from: 4000 successful	time increment: 0.2018141746520996	 total time: 803.761342048645
study: 3412from: 4000 successful	time increment: 0.41346168518066406	 total time: 804.1748037338257
study: 3413from: 4000 successful	time increment: 0.15218663215637207	 total time: 804.326990365982
study: 3414from: 4000 successful	time increment: 0.20520329475402832	 total time: 804.5321936607361
study: 3415from: 4000 successful	time increment: 0.292813777923584	 total time: 804.8250074386597
study: 3416from: 4000 successful	time increment: 0.26436495780944824	 total time: 805.0893723964691
study: 3417from: 4000 successful	time increment: 0.2753148078918457	 total time: 805.364687204361
study: 3418from: 4000 successful	time increment: 0.24422931671142578	 total time: 805.6089165210724
study: 3419from: 4000 successful	time increment: 0.2703073024749756	 total time: 805.8792238235474
study: 3420from: 4000 successful	time increment: 0.2943601608276367	 total time: 806.173583984375
study: 3421from: 4000 successful	time increment: 0.369434118270874	 total time: 806.5430181026459
study: 3422from: 4000 successful	time increment: 0.2421436309814453	 total time: 806.7851617336273
study: 3423from: 4000 successful	time increment: 0.20516705513000488	 total time: 806.9903287887573
study: 3424from: 4000 successful	time increment: 0.15689659118652344	 total time: 807.1472253799438
study: 3425from: 4000 successful	time increment: 0.13734936714172363	 total time: 807.2845747470856
study: 3426from: 4000 successful	time increment: 0.3480980396270752	 total time: 807.6326727867126
study: 3427from: 4000 successful	time increment: 0.20500493049621582	 total time: 807.8376777172089
study: 3428from: 4000 successful	time increment: 0.19530844688415527	 total time: 808.032986164093
study: 3429from: 4000 successful	time increment: 0.30576419830322266	 total time: 808.3387503623962
study: 3430from: 4000 successful	time increment: 0.18123793601989746	 total time: 808.5199882984161
study: 3431from: 4000 successful	time increment: 0.2055835723876953	 total time: 808.7255718708038
study: 3432from: 4000 successful	time increment: 0.3052947521209717	 total time: 809.0308666229248
study: 3433from: 4000 successful	time increment: 0.4325723648071289	 total time: 809.4634389877319
study: 3434from: 4000 successful	time increment: 0.41872572898864746	 total time: 809.8821647167206
study: 3435from: 4000 successful	time increment: 0.1682579517364502	 total time: 810.050422668457
study: 3436from: 4000 successful	time increment: 0.183640718460083	 total time: 810.2340633869171
study: 3437from: 4000 successful	time increment: 0.16931939125061035	 total time: 810.4033827781677
study: 3438from: 4000 successful	time increment: 0.2102222442626953	 total time: 810.6136050224304
study: 3439from: 4000 successful	time increment: 0.26630568504333496	 total time: 810.8799107074738
study: 3440from: 4000 successful	time increment: 0.24111723899841309	 total time: 811.1210279464722
study: 3441from: 4000 successful	time increment: 0.22073602676391602	 total time: 811.3417639732361
study: 3442from: 4000 successful	time increment: 0.2284712791442871	 total time: 811.5702352523804
study: 3443from: 4000 successful	time increment: 0.31473565101623535	 total time: 811.8849709033966
study: 3444from: 4000 successful	time increment: 0.1153101921081543	 total time: 812.0002810955048
study: 3445from: 4000 successful	time increment: 0.18952417373657227	 total time: 812.1898052692413
study: 3446from: 4000 successful	time increment: 0.16219305992126465	 total time: 812.3519983291626
study: 3447from: 4000 successful	time increment: 0.1903824806213379	 total time: 812.5423808097839
study: 3448from: 4000 successful	time increment: 0.16670751571655273	 total time: 812.7090883255005
study: 3449from: 4000 successful	time increment: 0.3301563262939453	 total time: 813.0392446517944
study: 3450from: 4000 successful	time increment: 0.1403036117553711	 total time: 813.1795482635498
study: 3451from: 4000 successful	time increment: 0.2740955352783203	 total time: 813.4536437988281
study: 3452from: 4000 successful	time increment: 0.26962971687316895	 total time: 813.7232735157013
study: 3453from: 4000 successful	time increment: 0.2133772373199463	 total time: 813.9366507530212
study: 3454from: 4000 successful	time increment: 0.22604918479919434	 total time: 814.1626999378204
study: 3455from: 4000 successful	time increment: 0.20267820358276367	 total time: 814.3653781414032
study: 3456from: 4000 successful	time increment: 0.25729990005493164	 total time: 814.6226780414581
study: 3457from: 4000 successful	time increment: 0.23012280464172363	 total time: 814.8528008460999
study: 3458from: 4000 successful	time increment: 0.15062570571899414	 total time: 815.0034265518188
study: 3459from: 4000 successful	time increment: 0.22290325164794922	 total time: 815.2263298034668
study: 3460from: 4000 successful	time increment: 0.18891477584838867	 total time: 815.4152445793152
study: 3461from: 4000 successful	time increment: 0.12960481643676758	 total time: 815.544849395752
study: 3462from: 4000 successful	time increment: 0.341031551361084	 total time: 815.885880947113
study: 3463from: 4000 successful	time increment: 0.34597015380859375	 total time: 816.2318511009216
study: 3464from: 4000 successful	time increment: 0.1905815601348877	 total time: 816.4224326610565
study: 3465from: 4000 successful	time increment: 0.19365692138671875	 total time: 816.6160895824432
study: 3466from: 4000 successful	time increment: 0.2423877716064453	 total time: 816.8584773540497
study: 3467from: 4000 successful	time increment: 0.27736973762512207	 total time: 817.1358470916748
study: 3468from: 4000 successful	time increment: 0.15412044525146484	 total time: 817.2899675369263
study: 3469from: 4000 successful	time increment: 0.14676833152770996	 total time: 817.436735868454
study: 3470from: 4000 successful	time increment: 0.16507601737976074	 total time: 817.6018118858337
study: 3471from: 4000 successful	time increment: 0.22543954849243164	 total time: 817.8272514343262
study: 3472from: 4000 successful	time increment: 0.10985922813415527	 total time: 817.9371106624603
study: 3473from: 4000 successful	time increment: 0.20307326316833496	 total time: 818.1401839256287
study: 3474from: 4000 successful	time increment: 0.3762814998626709	 total time: 818.5164654254913
study: 3475from: 4000 successful	time increment: 0.23889708518981934	 total time: 818.7553625106812
study: 3476from: 4000 successful	time increment: 0.21796154975891113	 total time: 818.9733240604401
study: 3477from: 4000 successful	time increment: 0.2523047924041748	 total time: 819.2256288528442
study: 3478from: 4000 successful	time increment: 0.2529129981994629	 total time: 819.4785418510437
study: 3479from: 4000 successful	time increment: 0.287508487701416	 total time: 819.7660503387451
study: 3480from: 4000 successful	time increment: 0.3466215133666992	 total time: 820.1126718521118
study: 3481from: 4000 successful	time increment: 0.12924671173095703	 total time: 820.2419185638428
study: 3482from: 4000 successful	time increment: 0.23014593124389648	 total time: 820.4720644950867
study: 3483from: 4000 successful	time increment: 0.26392602920532227	 total time: 820.735990524292
study: 3484from: 4000 successful	time increment: 0.3482389450073242	 total time: 821.0842294692993
study: 3485from: 4000 successful	time increment: 0.40711379051208496	 total time: 821.4913432598114
study: 3486from: 4000 successful	time increment: 0.17726778984069824	 total time: 821.6686110496521
study: 3487from: 4000 successful	time increment: 0.2783653736114502	 total time: 821.9469764232635
study: 3488from: 4000 successful	time increment: 0.4180941581726074	 total time: 822.3650705814362
study: 3489from: 4000 successful	time increment: 0.16252708435058594	 total time: 822.5275976657867
study: 3490from: 4000 successful	time increment: 0.16762328147888184	 total time: 822.6952209472656
study: 3491from: 4000 successful	time increment: 0.20016217231750488	 total time: 822.8953831195831
study: 3492from: 4000 successful	time increment: 0.1857602596282959	 total time: 823.0811433792114
study: 3493from: 4000 successful	time increment: 0.36324071884155273	 total time: 823.444384098053
study: 3494from: 4000 successful	time increment: 0.2861342430114746	 total time: 823.7305183410645
study: 3495from: 4000 successful	time increment: 0.27657127380371094	 total time: 824.0070896148682
study: 3496from: 4000 successful	time increment: 0.1708388328552246	 total time: 824.1779284477234
study: 3497from: 4000 successful	time increment: 0.31966567039489746	 total time: 824.4975941181183
study: 3498from: 4000 successful	time increment: 0.21750473976135254	 total time: 824.7150988578796
study: 3499from: 4000 successful	time increment: 0.1671581268310547	 total time: 824.8822569847107
study: 3500from: 4000 successful	time increment: 0.16405844688415527	 total time: 825.0463154315948
study: 3501from: 4000 successful	time increment: 0.2746849060058594	 total time: 825.3210003376007
study: 3502from: 4000 successful	time increment: 0.21339011192321777	 total time: 825.5343904495239
study: 3503from: 4000 successful	time increment: 0.17361140251159668	 total time: 825.7080018520355
study: 3504from: 4000 successful	time increment: 0.24860501289367676	 total time: 825.9566068649292
study: 3505from: 4000 successful	time increment: 0.15501785278320312	 total time: 826.1116247177124
study: 3506from: 4000 successful	time increment: 0.19608807563781738	 total time: 826.3077127933502
study: 3507from: 4000 successful	time increment: 0.3418426513671875	 total time: 826.6495554447174
study: 3508from: 4000 successful	time increment: 0.2591986656188965	 total time: 826.9087541103363
study: 3509from: 4000 successful	time increment: 0.24074363708496094	 total time: 827.1494977474213
study: 3510from: 4000 successful	time increment: 0.3364739418029785	 total time: 827.4859716892242
study: 3511from: 4000 successful	time increment: 0.24371743202209473	 total time: 827.7296891212463
study: 3512from: 4000 successful	time increment: 0.23121166229248047	 total time: 827.9609007835388
study: 3513from: 4000 successful	time increment: 0.2015821933746338	 total time: 828.1624829769135
study: 3514from: 4000 successful	time increment: 0.2945117950439453	 total time: 828.4569947719574
study: 3515from: 4000 successful	time increment: 0.31264662742614746	 total time: 828.7696413993835
study: 3516from: 4000 successful	time increment: 0.13074493408203125	 total time: 828.9003863334656
study: 3517from: 4000 successful	time increment: 0.2625274658203125	 total time: 829.1629137992859
study: 3518from: 4000 successful	time increment: 0.23343110084533691	 total time: 829.3963449001312
study: 3519from: 4000 successful	time increment: 0.12806916236877441	 total time: 829.5244140625
study: 3520from: 4000 successful	time increment: 0.19249773025512695	 total time: 829.7169117927551
study: 3521from: 4000 successful	time increment: 0.21371769905090332	 total time: 829.930629491806
study: 3522from: 4000 successful	time increment: 0.27372026443481445	 total time: 830.2043497562408
study: 3523from: 4000 successful	time increment: 0.32187533378601074	 total time: 830.5262250900269
study: 3524from: 4000 successful	time increment: 0.24155282974243164	 total time: 830.7677779197693
study: 3525from: 4000 successful	time increment: 0.19933414459228516	 total time: 830.9671120643616
study: 3526from: 4000 successful	time increment: 0.16167449951171875	 total time: 831.1287865638733
study: 3527from: 4000 successful	time increment: 0.3132510185241699	 total time: 831.4420375823975
study: 3528from: 4000 successful	time increment: 0.22049880027770996	 total time: 831.6625363826752
study: 3529from: 4000 successful	time increment: 0.21454644203186035	 total time: 831.877082824707
study: 3530from: 4000 successful	time increment: 0.20325541496276855	 total time: 832.0803382396698
study: 3531from: 4000 successful	time increment: 0.3436775207519531	 total time: 832.4240157604218
study: 3532from: 4000 successful	time increment: 0.3645467758178711	 total time: 832.7885625362396
study: 3533from: 4000 successful	time increment: 0.2963228225708008	 total time: 833.0848853588104
study: 3534from: 4000 successful	time increment: 0.23650193214416504	 total time: 833.3213872909546
study: 3535from: 4000 successful	time increment: 0.2179408073425293	 total time: 833.5393280982971
