study: 1from: 4000 successful	time increment: 0.515716552734375	 total time: 0.515716552734375
study: 3438from: 4000 successful	time increment: 0.15508031845092773	 total time: 784.6181695461273
study: 3439from: 4000 successful	time increment: 0.19884061813354492	 total time: 784.8170101642609
study: 3440from: 4000 successful	time increment: 0.1799910068511963	 total time: 784.9970011711121
study: 3441from: 4000 successful	time increment: 0.18180227279663086	 total time: 785.1788034439087
study: 3442from: 4000 successful	time increment: 0.1821131706237793	 total time: 785.3609166145325
study: 3443from: 4000 successful	time increment: 0.17826032638549805	 total time: 785.539176940918
study: 3444from: 4000 successful	time increment: 0.27616047859191895	 total time: 785.8153374195099
study: 3445from: 4000 successful	time increment: 0.24884247779846191	 total time: 786.0641798973083
study: 3446from: 4000 successful	time increment: 0.3052971363067627	 total time: 786.3694770336151
study: 3447from: 4000 successful	time increment: 0.23182320594787598	 total time: 786.601300239563
study: 3448from: 4000 successful	time increment: 0.2541069984436035	 total time: 786.8554072380066
study: 3449from: 4000 successful	time increment: 0.16974186897277832	 total time: 787.0251491069794
study: 3450from: 4000 successful	time increment: 0.2735116481781006	 total time: 787.2986607551575
study: 3451from: 4000 successful	time increment: 0.31881189346313477	 total time: 787.6174726486206
study: 3452from: 4000 successful	time increment: 0.1961674690246582	 total time: 787.8136401176453
study: 3453from: 4000 successful	time increment: 0.31829333305358887	 total time: 788.1319334506989
study: 3454from: 4000 successful	time increment: 0.21787023544311523	 total time: 788.349803686142
study: 3455from: 4000 successful	time increment: 0.24837446212768555	 total time: 788.5981781482697
study: 3456from: 4000 successful	time increment: 0.27610039710998535	 total time: 788.8742785453796
study: 3457from: 4000 successful	time increment: 0.15787458419799805	 total time: 789.0321531295776
study: 3458from: 4000 successful	time increment: 0.29927897453308105	 total time: 789.3314321041107
study: 3459from: 4000 successful	time increment: 0.17944788932800293	 total time: 789.5108799934387
study: 3460from: 4000 successful	time increment: 0.23926520347595215	 total time: 789.7501451969147
study: 3461from: 4000 successful	time increment: 0.25562405586242676	 total time: 790.0057692527771
study: 3462from: 4000 successful	time increment: 0.20697999000549316	 total time: 790.2127492427826
study: 3463from: 4000 successful	time increment: 0.1671304702758789	 total time: 790.3798797130585
study: 3464from: 4000 successful	time increment: 0.24695277214050293	 total time: 790.626832485199
study: 3465from: 4000 successful	time increment: 0.24101972579956055	 total time: 790.8678522109985
study: 3466from: 4000 successful	time increment: 0.09143948554992676	 total time: 790.9592916965485
study: 3467from: 4000 successful	time increment: 0.14308714866638184	 total time: 791.1023788452148
study: 3468from: 4000 successful	time increment: 0.21802306175231934	 total time: 791.3204019069672
study: 3469from: 4000 successful	time increment: 0.25748419761657715	 total time: 791.5778861045837
study: 3470from: 4000 successful	time increment: 0.16353988647460938	 total time: 791.7414259910583
study: 3471from: 4000 successful	time increment: 0.18018126487731934	 total time: 791.9216072559357
study: 3472from: 4000 successful	time increment: 0.17352080345153809	 total time: 792.0951280593872
study: 3473from: 4000 successful	time increment: 0.12874317169189453	 total time: 792.2238712310791
study: 3474from: 4000 successful	time increment: 0.2451460361480713	 total time: 792.4690172672272
study: 3475from: 4000 successful	time increment: 0.27069735527038574	 total time: 792.7397146224976
study: 3476from: 4000 successful	time increment: 0.3016340732574463	 total time: 793.041348695755
study: 3477from: 4000 successful	time increment: 0.25101447105407715	 total time: 793.2923631668091
study: 3478from: 4000 successful	time increment: 0.22290992736816406	 total time: 793.5152730941772
study: 3479from: 4000 successful	time increment: 0.18446564674377441	 total time: 793.699738740921
study: 3480from: 4000 successful	time increment: 0.28354883193969727	 total time: 793.9832875728607
study: 3481from: 4000 successful	time increment: 0.2151196002960205	 total time: 794.1984071731567
study: 3482from: 4000 successful	time increment: 0.1537644863128662	 total time: 794.3521716594696
study: 3483from: 4000 successful	time increment: 0.14404726028442383	 total time: 794.496218919754
study: 3484from: 4000 successful	time increment: 0.28782176971435547	 total time: 794.7840406894684
study: 3485from: 4000 successful	time increment: 0.16504693031311035	 total time: 794.9490876197815
study: 3486from: 4000 successful	time increment: 0.2023162841796875	 total time: 795.1514039039612
study: 3487from: 4000 successful	time increment: 0.25970959663391113	 total time: 795.4111135005951
study: 3488from: 4000 successful	time increment: 0.23952555656433105	 total time: 795.6506390571594
study: 3489from: 4000 successful	time increment: 0.23235034942626953	 total time: 795.8829894065857
study: 3490from: 4000 successful	time increment: 0.23266935348510742	 total time: 796.1156587600708
study: 3491from: 4000 successful	time increment: 0.3970527648925781	 total time: 796.5127115249634
study: 3492from: 4000 successful	time increment: 0.12921404838562012	 total time: 796.641925573349
study: 3493from: 4000 successful	time increment: 0.36463236808776855	 total time: 797.0065579414368
study: 3494from: 4000 successful	time increment: 0.33654236793518066	 total time: 797.343100309372
study: 3495from: 4000 successful	time increment: 0.16964149475097656	 total time: 797.5127418041229
study: 3496from: 4000 successful	time increment: 0.18389654159545898	 total time: 797.6966383457184
study: 3497from: 4000 successful	time increment: 0.2351973056793213	 total time: 797.9318356513977
study: 3498from: 4000 successful	time increment: 0.23351430892944336	 total time: 798.1653499603271
study: 3499from: 4000 successful	time increment: 0.23134183883666992	 total time: 798.3966917991638
study: 3500from: 4000 successful	time increment: 0.1345503330230713	 total time: 798.5312421321869
study: 3501from: 4000 successful	time increment: 0.11892390251159668	 total time: 798.6501660346985
study: 3502from: 4000 successful	time increment: 0.2461233139038086	 total time: 798.8962893486023
study: 3503from: 4000 successful	time increment: 0.1889963150024414	 total time: 799.0852856636047
study: 3504from: 4000 successful	time increment: 0.15247106552124023	 total time: 799.237756729126
study: 3505from: 4000 successful	time increment: 0.254014253616333	 total time: 799.4917709827423
study: 3506from: 4000 successful	time increment: 0.21532130241394043	 total time: 799.7070922851562
study: 3507from: 4000 successful	time increment: 0.2974996566772461	 total time: 800.0045919418335
study: 3508from: 4000 successful	time increment: 0.21129727363586426	 total time: 800.2158892154694
study: 3509from: 4000 successful	time increment: 0.16630792617797852	 total time: 800.3821971416473
study: 3510from: 4000 successful	time increment: 0.3073604106903076	 total time: 800.6895575523376
study: 3511from: 4000 successful	time increment: 0.2475886344909668	 total time: 800.9371461868286
study: 3512from: 4000 successful	time increment: 0.257218599319458	 total time: 801.1943647861481
study: 3513from: 4000 successful	time increment: 0.5214996337890625	 total time: 801.7158644199371
study: 3514from: 4000 successful	time increment: 0.17709732055664062	 total time: 801.8929617404938
study: 3515from: 4000 successful	time increment: 0.17719173431396484	 total time: 802.0701534748077
study: 3516from: 4000 successful	time increment: 0.2170417308807373	 total time: 802.2871952056885
study: 3517from: 4000 successful	time increment: 0.17587018013000488	 total time: 802.4630653858185
study: 3518from: 4000 successful	time increment: 0.1181483268737793	 total time: 802.5812137126923
study: 3519from: 4000 successful	time increment: 0.20064187049865723	 total time: 802.7818555831909
study: 3520from: 4000 successful	time increment: 0.27065563201904297	 total time: 803.05251121521
study: 3521from: 4000 successful	time increment: 0.0641331672668457	 total time: 803.1166443824768
study: 3522from: 4000 successful	time increment: 0.15894269943237305	 total time: 803.2755870819092
study: 3523from: 4000 successful	time increment: 0.19931888580322266	 total time: 803.4749059677124
study: 3524from: 4000 successful	time increment: 0.18702197074890137	 total time: 803.6619279384613
study: 3525from: 4000 successful	time increment: 0.15900778770446777	 total time: 803.8209357261658
study: 3526from: 4000 successful	time increment: 0.308307409286499	 total time: 804.1292431354523
study: 3527from: 4000 successful	time increment: 0.10635733604431152	 total time: 804.2356004714966
study: 3528from: 4000 successful	time increment: 0.21275877952575684	 total time: 804.4483592510223
study: 3529from: 4000 successful	time increment: 0.1362590789794922	 total time: 804.5846183300018
study: 3530from: 4000 successful	time increment: 0.16550445556640625	 total time: 804.7501227855682
study: 3531from: 4000 successful	time increment: 0.21818852424621582	 total time: 804.9683113098145
study: 3532from: 4000 successful	time increment: 0.3249061107635498	 total time: 805.293217420578
study: 3533from: 4000 successful	time increment: 0.28452229499816895	 total time: 805.5777397155762
study: 3534from: 4000 successful	time increment: 0.16292858123779297	 total time: 805.740668296814
study: 3535from: 4000 successful	time increment: 0.21323180198669434	 total time: 805.9539000988007
study: 3536from: 4000 successful	time increment: 0.26214051246643066	 total time: 806.2160406112671
study: 3537from: 4000 successful	time increment: 0.25241899490356445	 total time: 806.4684596061707
study: 3538from: 4000 successful	time increment: 0.2341022491455078	 total time: 806.7025618553162
study: 3539from: 4000 successful	time increment: 0.30599331855773926	 total time: 807.0085551738739
study: 3540from: 4000 successful	time increment: 0.1332075595855713	 total time: 807.1417627334595
study: 3541from: 4000 successful	time increment: 0.33411431312561035	 total time: 807.4758770465851
study: 3542from: 4000 successful	time increment: 0.3245389461517334	 total time: 807.8004159927368
study: 3543from: 4000 successful	time increment: 0.17948532104492188	 total time: 807.9799013137817
study: 3544from: 4000 successful	time increment: 0.10225844383239746	 total time: 808.0821597576141
study: 3545from: 4000 successful	time increment: 0.1382884979248047	 total time: 808.2204482555389
study: 3546from: 4000 successful	time increment: 0.22454094886779785	 total time: 808.4449892044067
study: 3547from: 4000 successful	time increment: 0.19844484329223633	 total time: 808.643434047699
study: 3548from: 4000 successful	time increment: 0.16097712516784668	 total time: 808.8044111728668
study: 3549from: 4000 successful	time increment: 0.1405482292175293	 total time: 808.9449594020844
study: 3550from: 4000 successful	time increment: 0.17195749282836914	 total time: 809.1169168949127
study: 3551from: 4000 successful	time increment: 0.18041443824768066	 total time: 809.2973313331604
study: 3552from: 4000 successful	time increment: 0.18463492393493652	 total time: 809.4819662570953
study: 3553from: 4000 successful	time increment: 0.1385517120361328	 total time: 809.6205179691315
study: 3554from: 4000 successful	time increment: 0.22295451164245605	 total time: 809.8434724807739
study: 3555from: 4000 successful	time increment: 0.1640920639038086	 total time: 810.0075645446777
study: 3556from: 4000 successful	time increment: 0.23330140113830566	 total time: 810.240865945816
study: 3557from: 4000 successful	time increment: 0.14768123626708984	 total time: 810.3885471820831
study: 3558from: 4000 successful	time increment: 0.1652693748474121	 total time: 810.5538165569305
study: 3559from: 4000 successful	time increment: 0.1964414119720459	 total time: 810.7502579689026
study: 3560from: 4000 successful	time increment: 0.27385544776916504	 total time: 811.0241134166718
study: 3561from: 4000 successful	time increment: 0.33336710929870605	 total time: 811.3574805259705
study: 3562from: 4000 successful	time increment: 0.39197707176208496	 total time: 811.7494575977325
study: 3563from: 4000 successful	time increment: 0.09928178787231445	 total time: 811.8487393856049
study: 3564from: 4000 successful	time increment: 0.26490020751953125	 total time: 812.1136395931244
study: 3565from: 4000 successful	time increment: 0.3003537654876709	 total time: 812.4139933586121
study: 3566from: 4000 successful	time increment: 0.26838159561157227	 total time: 812.6823749542236
study: 3567from: 4000 successful	time increment: 0.20667719841003418	 total time: 812.8890521526337
study: 3568from: 4000 successful	time increment: 0.1798110008239746	 total time: 813.0688631534576
study: 3569from: 4000 successful	time increment: 0.1959543228149414	 total time: 813.2648174762726
study: 3570from: 4000 successful	time increment: 0.3777577877044678	 total time: 813.642575263977
study: 3571from: 4000 successful	time increment: 0.1675558090209961	 total time: 813.810131072998
study: 3572from: 4000 successful	time increment: 0.29167842864990234	 total time: 814.101809501648
study: 3573from: 4000 successful	time increment: 0.20246338844299316	 total time: 814.3042728900909
study: 3574from: 4000 successful	time increment: 0.2875027656555176	 total time: 814.5917756557465
study: 3575from: 4000 successful	time increment: 0.24258160591125488	 total time: 814.8343572616577
study: 3576from: 4000 successful	time increment: 0.27017688751220703	 total time: 815.1045341491699
study: 3577from: 4000 successful	time increment: 0.17464733123779297	 total time: 815.2791814804077
study: 3578from: 4000 successful	time increment: 0.2954134941101074	 total time: 815.5745949745178
study: 3579from: 4000 successful	time increment: 0.21035408973693848	 total time: 815.7849490642548
study: 3580from: 4000 successful	time increment: 0.21552610397338867	 total time: 816.0004751682281
study: 3581from: 4000 successful	time increment: 0.26601195335388184	 total time: 816.266487121582
study: 3582from: 4000 successful	time increment: 0.2160787582397461	 total time: 816.4825658798218
study: 3583from: 4000 successful	time increment: 0.2357921600341797	 total time: 816.718358039856
study: 3584from: 4000 successful	time increment: 0.27379894256591797	 total time: 816.9921569824219
study: 3585from: 4000 successful	time increment: 0.27187466621398926	 total time: 817.2640316486359
study: 3586from: 4000 successful	time increment: 0.20241141319274902	 total time: 817.4664430618286
study: 3587from: 4000 successful	time increment: 0.27540016174316406	 total time: 817.7418432235718
study: 3588from: 4000 successful	time increment: 0.2415940761566162	 total time: 817.9834372997284
study: 3589from: 4000 successful	time increment: 0.2642242908477783	 total time: 818.2476615905762
study: 3590from: 4000 successful	time increment: 0.2065725326538086	 total time: 818.45423412323
study: 3591from: 4000 successful	time increment: 0.23830676078796387	 total time: 818.692540884018
study: 3592from: 4000 successful	time increment: 0.26913976669311523	 total time: 818.9616806507111
study: 3593from: 4000 successful	time increment: 0.1475965976715088	 total time: 819.1092772483826
study: 3594from: 4000 successful	time increment: 0.19710516929626465	 total time: 819.3063824176788
study: 3595from: 4000 successful	time increment: 0.09577322006225586	 total time: 819.4021556377411
study: 3596from: 4000 successful	time increment: 0.19426989555358887	 total time: 819.5964255332947
study: 3597from: 4000 successful	time increment: 0.19097471237182617	 total time: 819.7874002456665
study: 3598from: 4000 successful	time increment: 0.27278637886047363	 total time: 820.060186624527
study: 3599from: 4000 successful	time increment: 0.24301862716674805	 total time: 820.3032052516937
study: 3600from: 4000 successful	time increment: 0.17351698875427246	 total time: 820.476722240448
study: 3601from: 4000 successful	time increment: 0.196913480758667	 total time: 820.6736357212067
study: 3602from: 4000 successful	time increment: 0.28216981887817383	 total time: 820.9558055400848
study: 3603from: 4000 successful	time increment: 0.2619969844818115	 total time: 821.2178025245667
study: 3604from: 4000 successful	time increment: 0.14191603660583496	 total time: 821.3597185611725
study: 3605from: 4000 successful	time increment: 0.21012020111083984	 total time: 821.5698387622833
study: 3606from: 4000 successful	time increment: 0.21587634086608887	 total time: 821.7857151031494
study: 3607from: 4000 successful	time increment: 0.20556330680847168	 total time: 821.9912784099579
study: 3608from: 4000 successful	time increment: 0.3018918037414551	 total time: 822.2931702136993
study: 3609from: 4000 successful	time increment: 0.20518994331359863	 total time: 822.4983601570129
study: 3610from: 4000 successful	time increment: 0.22733235359191895	 total time: 822.7256925106049
study: 3611from: 4000 successful	time increment: 0.26412129402160645	 total time: 822.9898138046265
study: 3612from: 4000 successful	time increment: 0.21364116668701172	 total time: 823.2034549713135
study: 3613from: 4000 successful	time increment: 0.17627477645874023	 total time: 823.3797297477722
study: 3614from: 4000 successful	time increment: 0.1941509246826172	 total time: 823.5738806724548
study: 3615from: 4000 successful	time increment: 0.10364127159118652	 total time: 823.677521944046
study: 3616from: 4000 successful	time increment: 0.1833789348602295	 total time: 823.8609008789062
study: 3617from: 4000 successful	time increment: 0.17169880867004395	 total time: 824.0325996875763
study: 3618from: 4000 successful	time increment: 0.18994879722595215	 total time: 824.2225484848022
study: 3619from: 4000 successful	time increment: 0.20219779014587402	 total time: 824.4247462749481
study: 3620from: 4000 successful	time increment: 0.2500298023223877	 total time: 824.6747760772705
study: 3621from: 4000 successful	time increment: 0.27758193016052246	 total time: 824.952358007431
study: 3622from: 4000 successful	time increment: 0.24375557899475098	 total time: 825.1961135864258
study: 3623from: 4000 successful	time increment: 0.1627357006072998	 total time: 825.3588492870331
study: 3624from: 4000 successful	time increment: 0.3302464485168457	 total time: 825.6890957355499
study: 3625from: 4000 successful	time increment: 0.16212081909179688	 total time: 825.8512165546417
study: 3626from: 4000 successful	time increment: 0.35462212562561035	 total time: 826.2058386802673
study: 3627from: 4000 successful	time increment: 0.25664281845092773	 total time: 826.4624814987183
study: 3628from: 4000 successful	time increment: 0.23308658599853516	 total time: 826.6955680847168
study: 3629from: 4000 successful	time increment: 0.18140721321105957	 total time: 826.8769752979279
study: 3630from: 4000 successful	time increment: 0.26053857803344727	 total time: 827.1375138759613
study: 3631from: 4000 successful	time increment: 0.26372241973876953	 total time: 827.4012362957001
study: 3632from: 4000 successful	time increment: 0.26132988929748535	 total time: 827.6625661849976
study: 3633from: 4000 successful	time increment: 0.1981649398803711	 total time: 827.8607311248779
study: 3634from: 4000 successful	time increment: 0.18262982368469238	 total time: 828.0433609485626
study: 3635from: 4000 successful	time increment: 0.21773266792297363	 total time: 828.2610936164856
study: 3636from: 4000 successful	time increment: 0.22932815551757812	 total time: 828.4904217720032
study: 3637from: 4000 successful	time increment: 0.2170412540435791	 total time: 828.7074630260468
study: 3638from: 4000 successful	time increment: 0.22510290145874023	 total time: 828.9325659275055
study: 3639from: 4000 successful	time increment: 0.2419273853302002	 total time: 829.1744933128357
study: 3640from: 4000 successful	time increment: 0.12566280364990234	 total time: 829.3001561164856
study: 3641from: 4000 successful	time increment: 0.28589439392089844	 total time: 829.5860505104065
study: 3642from: 4000 successful	time increment: 0.20319414138793945	 total time: 829.7892446517944
study: 3643from: 4000 successful	time increment: 0.19884014129638672	 total time: 829.9880847930908
study: 3644from: 4000 successful	time increment: 0.22364187240600586	 total time: 830.2117266654968
study: 3645from: 4000 successful	time increment: 0.17220282554626465	 total time: 830.3839294910431
study: 3646from: 4000 successful	time increment: 0.22342658042907715	 total time: 830.6073560714722
study: 3647from: 4000 successful	time increment: 0.2378828525543213	 total time: 830.8452389240265
study: 3648from: 4000 successful	time increment: 0.18163466453552246	 total time: 831.026873588562
study: 3649from: 4000 successful	time increment: 0.13483643531799316	 total time: 831.16171002388
study: 3650from: 4000 successful	time increment: 0.22023582458496094	 total time: 831.381945848465
study: 3651from: 4000 successful	time increment: 0.24147415161132812	 total time: 831.6234200000763
study: 3652from: 4000 successful	time increment: 0.26433825492858887	 total time: 831.8877582550049
study: 3653from: 4000 successful	time increment: 0.24534964561462402	 total time: 832.1331079006195
study: 3654from: 4000 successful	time increment: 0.12690401077270508	 total time: 832.2600119113922
study: 3655from: 4000 successful	time increment: 0.29238080978393555	 total time: 832.5523927211761
study: 3656from: 4000 successful	time increment: 0.18660521507263184	 total time: 832.7389979362488
study: 3657from: 4000 successful	time increment: 0.18190312385559082	 total time: 832.9209010601044
study: 3658from: 4000 successful	time increment: 0.21987080574035645	 total time: 833.1407718658447
study: 3659from: 4000 successful	time increment: 0.17308425903320312	 total time: 833.3138561248779
study: 3660from: 4000 successful	time increment: 0.2575809955596924	 total time: 833.5714371204376
study: 3661from: 4000 successful	time increment: 0.16003203392028809	 total time: 833.7314691543579
study: 3662from: 4000 successful	time increment: 0.1448962688446045	 total time: 833.8763654232025
study: 3663from: 4000 successful	time increment: 0.17890357971191406	 total time: 834.0552690029144
study: 3664from: 4000 successful	time increment: 0.17910289764404297	 total time: 834.2343719005585
study: 3665from: 4000 successful	time increment: 0.15898895263671875	 total time: 834.3933608531952
study: 3666from: 4000 successful	time increment: 0.16203641891479492	 total time: 834.55539727211
study: 3667from: 4000 successful	time increment: 0.14037251472473145	 total time: 834.6957697868347
study: 3668from: 4000 successful	time increment: 0.0973663330078125	 total time: 834.7931361198425
study: 3669from: 4000 successful	time increment: 0.22551679611206055	 total time: 835.0186529159546
study: 3670from: 4000 successful	time increment: 0.3263227939605713	 total time: 835.3449757099152
study: 3671from: 4000 successful	time increment: 0.17635631561279297	 total time: 835.521332025528
study: 3672from: 4000 successful	time increment: 0.21131205558776855	 total time: 835.7326440811157
study: 3673from: 4000 successful	time increment: 0.2399599552154541	 total time: 835.9726040363312
study: 3674from: 4000 successful	time increment: 0.21649479866027832	 total time: 836.1890988349915
study: 3675from: 4000 successful	time increment: 0.20126557350158691	 total time: 836.390364408493
study: 3676from: 4000 successful	time increment: 0.1641552448272705	 total time: 836.5545196533203
study: 3677from: 4000 successful	time increment: 0.3234696388244629	 total time: 836.8779892921448
study: 3678from: 4000 successful	time increment: 0.19075226783752441	 total time: 837.0687415599823
study: 3679from: 4000 successful	time increment: 0.21855902671813965	 total time: 837.2873005867004
study: 3680from: 4000 successful	time increment: 0.18831443786621094	 total time: 837.4756150245667
study: 3681from: 4000 successful	time increment: 0.23099780082702637	 total time: 837.7066128253937
study: 3682from: 4000 successful	time increment: 0.27611398696899414	 total time: 837.9827268123627
study: 3683from: 4000 successful	time increment: 0.28310346603393555	 total time: 838.2658302783966
study: 3684from: 4000 successful	time increment: 0.29508185386657715	 total time: 838.5609121322632
study: 3685from: 4000 successful	time increment: 0.13469243049621582	 total time: 838.6956045627594
study: 3686from: 4000 successful	time increment: 0.12579584121704102	 total time: 838.8214004039764
study: 3687from: 4000 successful	time increment: 0.2255852222442627	 total time: 839.0469856262207
study: 3688from: 4000 successful	time increment: 0.20683598518371582	 total time: 839.2538216114044
study: 3689from: 4000 successful	time increment: 0.1997814178466797	 total time: 839.4536030292511
study: 3690from: 4000 successful	time increment: 0.28014564514160156	 total time: 839.7337486743927
study: 3691from: 4000 successful	time increment: 0.2213437557220459	 total time: 839.9550924301147
study: 3692from: 4000 successful	time increment: 0.23082828521728516	 total time: 840.185920715332
study: 3693from: 4000 successful	time increment: 0.22665953636169434	 total time: 840.4125802516937
study: 3694from: 4000 successful	time increment: 0.2821204662322998	 total time: 840.694700717926
study: 3695from: 4000 successful	time increment: 0.12719249725341797	 total time: 840.8218932151794
study: 3696from: 4000 successful	time increment: 0.08650708198547363	 total time: 840.9084002971649
study: 3697from: 4000 successful	time increment: 0.18251419067382812	 total time: 841.0909144878387
study: 3698from: 4000 successful	time increment: 0.2732107639312744	 total time: 841.36412525177
study: 3699from: 4000 successful	time increment: 0.2667374610900879	 total time: 841.6308627128601
study: 3700from: 4000 successful	time increment: 0.2602720260620117	 total time: 841.8911347389221
study: 3701from: 4000 successful	time increment: 0.20185351371765137	 total time: 842.0929882526398
study: 3702from: 4000 successful	time increment: 0.18128561973571777	 total time: 842.2742738723755
study: 3703from: 4000 successful	time increment: 0.20157575607299805	 total time: 842.4758496284485
study: 3704from: 4000 successful	time increment: 0.1882610321044922	 total time: 842.664110660553
study: 3705from: 4000 successful	time increment: 0.2497396469116211	 total time: 842.9138503074646
study: 3706from: 4000 successful	time increment: 0.20104479789733887	 total time: 843.1148951053619
study: 3707from: 4000 successful	time increment: 0.3366367816925049	 total time: 843.4515318870544
study: 3708from: 4000 successful	time increment: 0.23603081703186035	 total time: 843.6875627040863
study: 3709from: 4000 successful	time increment: 0.19686174392700195	 total time: 843.8844244480133
study: 3710from: 4000 successful	time increment: 0.20206189155578613	 total time: 844.0864863395691
study: 3711from: 4000 successful	time increment: 0.15307974815368652	 total time: 844.2395660877228
study: 3712from: 4000 successful	time increment: 0.19261837005615234	 total time: 844.4321844577789
study: 3713from: 4000 successful	time increment: 0.22558975219726562	 total time: 844.6577742099762
study: 3714from: 4000 successful	time increment: 0.18907761573791504	 total time: 844.8468518257141
study: 3715from: 4000 successful	time increment: 0.19714951515197754	 total time: 845.0440013408661
study: 3716from: 4000 successful	time increment: 0.28478503227233887	 total time: 845.3287863731384
study: 3717from: 4000 successful	time increment: 0.2325572967529297	 total time: 845.5613436698914
study: 3718from: 4000 successful	time increment: 0.16676878929138184	 total time: 845.7281124591827
study: 3719from: 4000 successful	time increment: 0.20443439483642578	 total time: 845.9325468540192
study: 3720from: 4000 successful	time increment: 0.17895889282226562	 total time: 846.1115057468414
study: 3721from: 4000 successful	time increment: 0.2843313217163086	 total time: 846.3958370685577
study: 3722from: 4000 successful	time increment: 0.18434548377990723	 total time: 846.5801825523376
study: 3723from: 4000 successful	time increment: 0.2917137145996094	 total time: 846.8718962669373
study: 3724from: 4000 successful	time increment: 0.21615290641784668	 total time: 847.0880491733551
study: 3725from: 4000 successful	time increment: 0.25707006454467773	 total time: 847.3451192378998
study: 3726from: 4000 successful	time increment: 0.15923190116882324	 total time: 847.5043511390686
study: 3727from: 4000 successful	time increment: 0.274890661239624	 total time: 847.7792418003082
study: 3728from: 4000 successful	time increment: 0.23615741729736328	 total time: 848.0153992176056
study: 3729from: 4000 successful	time increment: 0.17955636978149414	 total time: 848.1949555873871
study: 3730from: 4000 successful	time increment: 0.2917020320892334	 total time: 848.4866576194763
study: 3731from: 4000 successful	time increment: 0.1719956398010254	 total time: 848.6586532592773
study: 3732from: 4000 successful	time increment: 0.16200804710388184	 total time: 848.8206613063812
study: 3733from: 4000 successful	time increment: 0.1241455078125	 total time: 848.9448068141937
study: 3734from: 4000 successful	time increment: 0.18582701683044434	 total time: 849.1306338310242
study: 3735from: 4000 successful	time increment: 0.23666119575500488	 total time: 849.3672950267792
study: 3736from: 4000 successful	time increment: 0.19815373420715332	 total time: 849.5654487609863
study: 3737from: 4000 successful	time increment: 0.18022966384887695	 total time: 849.7456784248352
study: 3738from: 4000 successful	time increment: 0.13825225830078125	 total time: 849.883930683136
study: 3739from: 4000 successful	time increment: 0.1818070411682129	 total time: 850.0657377243042
study: 3740from: 4000 successful	time increment: 0.25366830825805664	 total time: 850.3194060325623
study: 3741from: 4000 successful	time increment: 0.11373496055603027	 total time: 850.4331409931183
study: 3742from: 4000 successful	time increment: 0.17404556274414062	 total time: 850.6071865558624
study: 3743from: 4000 successful	time increment: 0.36377811431884766	 total time: 850.9709646701813
study: 3744from: 4000 successful	time increment: 0.22084641456604004	 total time: 851.1918110847473
study: 3745from: 4000 successful	time increment: 0.2529411315917969	 total time: 851.4447522163391
study: 3746from: 4000 successful	time increment: 0.25653958320617676	 total time: 851.7012917995453
study: 3747from: 4000 successful	time increment: 0.12494993209838867	 total time: 851.8262417316437
study: 3748from: 4000 successful	time increment: 0.1951596736907959	 total time: 852.0214014053345
study: 3749from: 4000 successful	time increment: 0.24061083793640137	 total time: 852.2620122432709
study: 3750from: 4000 successful	time increment: 0.1917266845703125	 total time: 852.4537389278412
study: 3751from: 4000 successful	time increment: 0.20460939407348633	 total time: 852.6583483219147
study: 3752from: 4000 successful	time increment: 0.14536046981811523	 total time: 852.8037087917328
study: 3753from: 4000 successful	time increment: 0.22753620147705078	 total time: 853.0312449932098
study: 3754from: 4000 successful	time increment: 0.17223906517028809	 total time: 853.2034840583801
study: 3755from: 4000 successful	time increment: 0.2534775733947754	 total time: 853.4569616317749
study: 3756from: 4000 successful	time increment: 0.1907188892364502	 total time: 853.6476805210114
study: 3757from: 4000 successful	time increment: 0.2986488342285156	 total time: 853.9463293552399
study: 3758from: 4000 successful	time increment: 0.22205734252929688	 total time: 854.1683866977692
study: 3759from: 4000 successful	time increment: 0.24163436889648438	 total time: 854.4100210666656
study: 3760from: 4000 successful	time increment: 0.3887901306152344	 total time: 854.7988111972809
study: 3761from: 4000 successful	time increment: 0.2606625556945801	 total time: 855.0594737529755
study: 3762from: 4000 successful	time increment: 0.2631080150604248	 total time: 855.3225817680359
study: 3763from: 4000 successful	time increment: 0.19671082496643066	 total time: 855.5192925930023
study: 3764from: 4000 successful	time increment: 0.22729158401489258	 total time: 855.7465841770172
study: 3765from: 4000 successful	time increment: 0.2714052200317383	 total time: 856.017989397049
study: 3766from: 4000 successful	time increment: 0.26687121391296387	 total time: 856.2848606109619
study: 3767from: 4000 successful	time increment: 0.23552703857421875	 total time: 856.5203876495361
study: 3768from: 4000 successful	time increment: 0.3268260955810547	 total time: 856.8472137451172
study: 3769from: 4000 successful	time increment: 0.18383407592773438	 total time: 857.0310478210449
study: 3770from: 4000 successful	time increment: 0.22612571716308594	 total time: 857.257173538208
study: 3771from: 4000 successful	time increment: 0.21814298629760742	 total time: 857.4753165245056
study: 3772from: 4000 successful	time increment: 0.30132532119750977	 total time: 857.7766418457031
study: 3773from: 4000 successful	time increment: 0.17342829704284668	 total time: 857.950070142746
study: 3774from: 4000 successful	time increment: 0.18300628662109375	 total time: 858.1330764293671
study: 3775from: 4000 successful	time increment: 0.2629857063293457	 total time: 858.3960621356964
study: 3776from: 4000 successful	time increment: 0.2279648780822754	 total time: 858.6240270137787
study: 3777from: 4000 successful	time increment: 0.19526290893554688	 total time: 858.8192899227142
study: 3778from: 4000 successful	time increment: 0.2349998950958252	 total time: 859.0542898178101
